,full_name,First_Name,Last_Name,occupation,city,state,show_number,date,winner_flg,final_score,Gender,Year,flag_female,flag_male
723,Jason Mangano,Jason,Mangano,a freelance writer,Fords,New Jersey,7997,2019-05-21,0,14400,male,2019,0,1
724,Catherine Biba,Catherine,Biba,a freelance writer,Geneva,Nebraska,7704,2018-02-22,0,6600,female,2018,1,0
725,Randi Rae Arnold,Randi,Rae,a freelance writer,Kalamazoo,Michigan,7374,2016-10-06,0,6000,female,2016,1,0
726,Ryan Graham,Ryan,Graham,an account manager,Los Angeles,California,7679,2018-01-18,0,6000,male,2018,0,1
728,Gavin Borchert,Gavin,Borchert,a writer and editor,Seattle,Washington,7576,2017-07-17,0,35700,male,2017,0,1
729,Gavin Borchert,Gavin,Borchert,a writer and editor,Seattle,Washington,7575,2017-07-14,1,20800,male,2017,0,1
730,Gavin Borchert,Gavin,Borchert,a writer and editor,Seattle,Washington,7574,2017-07-13,1,9800,male,2017,0,1
731,Gavin Borchert,Gavin,Borchert,a writer and editor,Seattle,Washington,7573,2017-07-12,1,19600,male,2017,0,1
732,Christy Karras,Christy,Karras,a writer and editor,Seattle,Washington,7455,2017-01-27,0,7899,female,2017,1,0
733,Christy Karras,Christy,Karras,a writer and editor,Seattle,Washington,7454,2017-01-26,1,30600,female,2017,1,0
734,Pam Platt,Pam,Platt,a writer and editor,Louisville,Kentucky,7341,2016-07-11,0,9400,female,2016,1,0
735,Pam Platt,Pam,Platt,a writer and editor,Louisville,Kentucky,7340,2016-07-08,1,27600,female,2016,1,0
736,Michelle Sheffer,Michelle,Sheffer,a writer and editor,Philadelphia,Pennsylvania,6791,2014-03-10,0,0,female,2014,1,0
737,Matt Masich,Matt,Masich,a writer and editor,Denver,Colorado,7932,2019-02-19,1,23999,male,2019,0,1
738,Adrienne Onofri,Adrienne,Onofri,a writer and editor,Queens,New York,7079,2015-05-28,1,30401,female,2015,1,0
739,Rachel Zoch,Rachel,Zoch,a writer and editor,Deer Park,Texas,7250,2016-03-04,0,1,female,2016,1,0
740,Rachel Zoch,Rachel,Zoch,a writer and editor,Deer Park,Texas,7249,2016-03-03,1,25199,female,2016,1,0
741,Rachel Zoch,Rachel,Zoch,a writer and editor,Deer Park,Texas,7248,2016-03-02,1,12800,female,2016,1,0
742,Rachel Zoch,Rachel,Zoch,a writer and editor,Deer Park,Texas,7247,2016-03-01,1,4700,female,2016,1,0
756,Tim Suba,Tim,Suba,a public education consultant,Los Angeles,California,7615,2017-10-20,0,19599,male,2017,0,1
757,Dan Viafore,Dan,Viafore,an audio engineer,Los Angeles,California,7585,2017-07-28,0,7199,male,2017,0,1
758,Martin Chetlen,Martin,Chetlen,a professor,Los Angeles,California,7577,2017-07-18,0,5200,male,2017,0,1
759,Erin Wilson,Erin,Wilson,a professor,Baltimore,Maryland,7524,2017-05-04,0,21200,female,2017,1,0
760,Ian Borland,Ian,Borland,a professor,Baltimore,Maryland,7108,2015-07-08,0,20800,male,2015,0,1
761,Frank Orlando,Frank,Orlando,a professor,Wesley Chapel,Florida,7909,2019-01-17,0,8799,male,2019,0,1
762,Gautam Mukunda,Gautam,Mukunda,a professor,Boston,Massachusetts,7033,2015-03-25,0,17001,male,2015,0,1
763,Gautam Mukunda,Gautam,Mukunda,a professor,Boston,Massachusetts,7032,2015-03-24,1,24401,male,2015,0,1
764,Emily Frey,Emily,Frey,a professor,Swarthmore,Pennsylvania,7855,2018-11-02,1,20399,female,2018,1,0
765,Emily Frey,Emily,Frey,a professor,Swarthmore,Pennsylvania,7854,2018-11-01,1,13601,female,2018,1,0
766,Emily Frey,Emily,Frey,a professor,Swarthmore,Pennsylvania,7853,2018-10-31,1,31201,female,2018,1,0
767,Emily Frey,Emily,Frey,a professor,Swarthmore,Pennsylvania,7852,2018-10-30,1,17701,female,2018,1,0
768,Craig Tollin,Craig,Tollin,a professor,Roanoke,Virginia,7655,2017-12-15,0,17201,male,2017,0,1
769,Craig Tollin,Craig,Tollin,a professor,Roanoke,Virginia,7654,2017-12-14,1,22001,male,2017,0,1
770,Ian Shin,Ian,Shin,a professor,Lewiston,Maine,7652,2017-12-12,0,4001,male,2017,0,1
771,Marie Halvorsen-Ganepola,Marie,Halvorsen-Ganepola,a professor,Granger,Indiana,7179,2015-11-26,0,1,female,2015,1,0
772,Elisa Korb,Elisa,Korb,a professor,Bethlehem,Pennsylvania,6908,2014-10-01,0,12600,female,2014,1,0
773,Elisa Korb,Elisa,Korb,a professor,Bethlehem,Pennsylvania,6908,2014-10-01,0,12600,female,2014,1,0
774,Elisa Korb,Elisa,Korb,a professor,Bethlehem,Pennsylvania,6907,2014-09-30,1,10700,female,2014,1,0
775,Elisa Korb,Elisa,Korb,a professor,Bethlehem,Pennsylvania,6906,2014-09-29,1,26400,female,2014,1,0
776,Tom Landvatter,Tom,Landvatter,a professor,Valparaiso,Indiana,7093,2015-06-17,0,26200,male,2015,0,1
777,Sebastian Davis,Sebastian,Davis,an independent filmmaker,Los Angeles,California,7568,2017-07-05,0,12000,male,2017,0,1
778,Emily Campbell,Emily,Campbell,a social media producer,Los Angeles,California,7566,2017-07-03,0,2001,female,2017,1,0
779,Daniel Okamura,Daniel,Okamura,a lecturer,Los Angeles,California,7537,2017-05-23,0,1,male,2017,0,1
780,Eric Matheis,Eric,Matheis,a lecturer,New York,New York,7130,2015-09-18,0,13200,male,2015,0,1
781,Wilbur Farley,Wilbur,Farley,a lecturer,Patchogue,New York,7637,2017-11-21,0,1999,male,2017,0,1
782,Sean Dennison,Sean,Dennison,a graduate student and teacher,Los Angeles,California,7459,2017-02-02,0,0,male,2017,0,1
783,Nate Ross,Nate,Ross,a systems engineer,Los Angeles,California,7376,2016-10-10,0,17598,female,2016,1,0
784,Nate Ross,Nate,Ross,a systems engineer,Los Angeles,California,7375,2016-10-07,1,19300,female,2016,1,0
785,Courtney Paulson,Courtney,Paulson,a graduate assistant,Los Angeles,California,7356,2016-09-12,0,1300,female,2016,1,0
786,Courtney Paulson,Courtney,Paulson,a graduate assistant,Los Angeles,California,7355,2016-07-29,1,11700,female,2016,1,0
787,Paul Hoan Zeidler,Paul,Hoan,a writer and director,Los Angeles,California,7252,2016-03-08,0,7300,male,2016,0,1
788,Ted Dorsey,Ted,Dorsey,an author and educator,Los Angeles,California,7249,2016-03-03,0,7385,male,2016,0,1
789,Michael Bilow,Michael,Bilow,a Ph. D. student in computer science,Los Angeles,California,7170,2015-11-13,0,0,male,2015,0,1
790,Christine Gengaro,Christine,Gengaro,a college professor and writer,Los Angeles,California,7147,2015-10-13,1,0,female,2015,1,0
792,Erik Latshaw,Erik,Latshaw,a cellar hand,Los Angeles,California,7144,2015-10-08,1,19100,male,2015,0,1
793,John Hendel,John,Hendel,a playwright,Los Angeles,California,7113,2015-07-15,0,8399,male,2015,0,1
794,Sally Wright,Sally,Wright,an antiques dealer,Los Angeles,California,7086,2015-06-08,0,19300,female,2015,1,0
795,Pete Miranti,Pete,Miranti,a finance manager,Los Angeles,California,7083,2015-06-03,0,10500,male,2015,0,1
796,Jayanthi Martins,Jayanthi,Martins,a finance manager,Austin,Texas,7611,2017-10-16,0,0,female,2017,1,0
797,Todd Grabarsky,Todd,Grabarsky,a lawyer,Los Angeles,California,7072,2015-05-19,1,799,male,2015,0,1
798,Rebecca Harlow,Rebecca,Harlow,a lawyer,San Francisco,California,7244,2016-02-25,0,5600,female,2016,1,0
799,Brendan McParland,Brendan,McParland,a lawyer,Rockville,Maryland,6912,2014-10-07,0,0,male,2014,0,1
800,Bala Kumar,Bala,Kumar,a lawyer,Pittsburgh,Pennsylvania,7550,2017-06-09,0,11388,female,2017,1,0
801,Bala Kumar,Bala,Kumar,a lawyer,Pittsburgh,Pennsylvania,7549,2017-06-08,1,9999,female,2017,1,0
802,Bala Kumar,Bala,Kumar,a lawyer,Pittsburgh,Pennsylvania,7548,2017-06-07,1,33000,female,2017,1,0
803,Eric Eifrig,Eric,Eifrig,a lawyer,Cincinnati,Ohio,7943,2019-03-06,0,1599,male,2019,0,1
804,Andrew King,Andrew,King,a lawyer,Little Rock,Arkansas,7793,2018-06-27,0,26000,male,2018,0,1
805,Andrew King,Andrew,King,a lawyer,Little Rock,Arkansas,7792,2018-06-26,1,1198,male,2018,0,1
806,Abby Roughton,Abby,Roughton,a lawyer,Boston,Massachusetts,7868,2018-11-21,0,10,female,2018,1,0
807,David Rosen,David,Rosen,a lawyer,Syosset,New York,7677,2018-01-16,0,19400,male,2018,0,1
808,Diana Zinser,Diana,Zinser,a lawyer,Berwyn,Pennsylvania,7009,2015-02-19,1,14400,female,2015,1,0
809,Beverly Garcia,Beverly,Garcia,a lawyer,Quincy,Massachusetts,6874,2014-07-03,0,0,female,2014,1,0
810,Eric Simmonds,Eric,Simmonds,an executive assistant,Los Angeles,California,7041,2015-04-06,0,5999,male,2015,0,1
811,Barbara Gooby,Barbara,Gooby,an executive assistant,Savannah,Georgia,7830,2018-09-28,1,13600,female,2018,1,0
812,Stephanie Hubley,Stephanie,Hubley,an executive assistant,Burien,Washington,7408,2016-11-23,0,19201,female,2016,1,0
813,Cate Hollenbeck,Cate,Hollenbeck,a trust officer,Los Angeles,California,6995,2015-01-30,0,6399,female,2015,1,0
814,Sam Sukaton,Sam,Sukaton,a community organizer,Los Angeles,California,6950,2014-11-28,0,2000,male,2014,0,1
815,Ari Voukydis,Ari,Voukydis,a comedy writer,Los Angeles,California,6869,2014-06-26,0,6100,male,2014,0,1
816,Maggie Byrd,Maggie,Byrd,a communications professional,Arlington,Virginia,7897,2019-01-01,0,7000,female,2019,1,0
817,Kathryn Tesar,Kathryn,Tesar,a communications professional,Austin,Texas,7089,2015-06-11,0,600,female,2015,1,0
818,Heather Hurley,Heather,Hurley,a civil servant,Arlington,Virginia,7562,2017-06-27,0,2,female,2017,1,0
819,Molly Thacker,Molly,Thacker,a doctoral student,Arlington,Virginia,7430,2016-12-23,0,1800,female,2016,1,0
820,Kris Voss,Kris,Voss,a doctoral student,Durham,North Carolina,6821,2014-04-21,0,4200,male,2014,0,1
821,Damien Shirley,Damien,Shirley,a digital consultant,Arlington,Virginia,7369,2016-09-29,0,1,male,2016,0,1
822,Matthew LaMagna,Matthew,LaMagna,a digital consultant,Arlington,Virginia,6926,2014-10-27,0,7800,male,2014,0,1
823,Matthew LaMagna,Matthew,LaMagna,a digital consultant,Arlington,Virginia,6925,2014-10-24,1,16000,male,2014,0,1
824,Matthew LaMagna,Matthew,LaMagna,a digital consultant,Arlington,Virginia,6924,2014-10-23,1,17800,male,2014,0,1
825,Ted Reinhold,Ted,Reinhold,a transportation planner,Arlington,Virginia,7308,2016-05-25,0,1200,male,2016,0,1
826,Brian Roberts,Brian,Roberts,an economist,Arlington,Virginia,7307,2016-05-24,0,5001,male,2016,0,1
827,Ani Gupta,Ani,Gupta,an economist,Berkeley,California,7512,2017-04-18,0,799,female,2017,1,0
828,Elsa Angrist,Elsa,Angrist,a retired computer consultant,Arlington,Virginia,7104,2015-07-02,0,4200,female,2015,1,0
829,Ben Hom,Ben,Hom,a defense consultant and Navy Reserve officer,Arlington,Virginia,7073,2015-05-20,1,9600,male,2015,0,1
830,Nathan Tsoi,Nathan,Tsoi,a program analyst,Arlington,Virginia,6978,2015-01-07,0,100,male,2015,0,1
831,Dan Eling,Dan,Eling,a naval architect,Arlington,Virginia,6972,2014-12-30,0,23598,male,2014,0,1
832,Nancy Akerman,Nancy,Akerman,a science policy fellow,Arlington,Virginia,6803,2014-03-26,0,2400,female,2014,1,0
833,Nancy Akerman,Nancy,Akerman,a science policy fellow,Arlington,Virginia,6802,2014-03-25,1,11201,female,2014,1,0
834,Nancy Akerman,Nancy,Akerman,a science policy fellow,Arlington,Virginia,6801,2014-03-24,1,2799,female,2014,1,0
836,Josh Archibald-Seiffer,Josh,Archibald-Seiffer,a music director and pianist,Seattle,Washington,7984,2019-05-02,0,10200,male,2019,0,1
837,Libby Wood,Libby,Wood,a marketing writer,Seattle,Washington,7982,2019-04-30,0,1999,female,2019,1,0
839,Matthew Amster-Burton,Matthew,Amster-Burton,a podcast host,Seattle,Washington,7966,2019-04-08,0,12000,male,2019,0,1
840,Nicole Neroulias Gupte,Nicole,Neroulias,a nonprofit communications consultant,Seattle,Washington,7891,2018-12-24,0,18000,female,2018,1,0
841,Andy Greeley,Andy,Greeley,an elections administrator,Seattle,Washington,7883,2018-12-12,1,15999,male,2018,0,1
842,Myra Guideng,Myra,Guideng,a wine club concierge,Seattle,Washington,7872,2018-11-27,0,0,female,2018,1,0
843,Deirdre Thomas,Deirdre,Thomas,an attorney and editor,Seattle,Washington,7787,2018-06-19,0,1,female,2018,1,0
844,Deirdre Thomas,Deirdre,Thomas,an attorney and editor,Seattle,Washington,7786,2018-06-18,1,16801,female,2018,1,0
845,Deirdre Thomas,Deirdre,Thomas,an attorney and editor,Seattle,Washington,7785,2018-06-15,1,16399,female,2018,1,0
848,Michael Shockley,Michael,Shockley,a pro sports executive,Seattle,Washington,7668,2018-01-03,0,0,male,2018,0,1
849,Donna Brown,Donna,Brown,a customer service representative,Seattle,Washington,7661,2017-12-25,0,11400,female,2017,1,0
850,Donna Brown,Donna,Brown,a customer service representative,Seattle,Washington,7660,2017-12-22,1,45600,female,2017,1,0
853,Terry McElhennon,Terry,McElhennon,a customer service representative,New Bern,North Carolina,7207,2016-01-05,0,22200,male,2016,0,1
854,Terry McElhennon,Terry,McElhennon,a customer service representative,New Bern,North Carolina,7206,2016-01-04,1,14801,male,2016,0,1
855,Terry McElhennon,Terry,McElhennon,a customer service representative,New Bern,North Carolina,7206,2016-01-04,1,14801,male,2016,0,1
856,Jason Washington,Jason,Washington,a customer service representative,Quincy,Illinois,6913,2014-10-08,0,200,male,2014,0,1
857,Jason Washington,Jason,Washington,a customer service representative,Quincy,Illinois,6913,2014-10-08,0,200,male,2014,0,1
858,Lily Gebrenegus,Lily,Gebrenegus,an accounting manager,Seattle,Washington,7644,2017-11-30,0,5000,female,2017,1,0
859,Neil Uspal,Neil,Uspal,a pediatric emergency medicine physician,Seattle,Washington,7451,2017-01-23,0,7999,male,2017,0,1
860,Neil Uspal,Neil,Uspal,a pediatric emergency medicine physician,Seattle,Washington,7449,2017-01-19,1,19400,male,2017,0,1
861,Neil Uspal,Neil,Uspal,a pediatric emergency medicine physician,Seattle,Washington,7449,2017-01-19,1,19400,male,2017,0,1
862,Sally Neumann,Sally,Neumann,a mental health counselor,Seattle,Washington,7327,2016-06-21,0,1800,female,2016,1,0
863,Sally Neumann,Sally,Neumann,a mental health counselor,Seattle,Washington,7326,2016-06-20,1,10900,female,2016,1,0
864,Sam Heft-Luthy,Sam,Heft-Luthy,a college student,Seattle,Washington,6925,2014-10-24,0,599,male,2014,0,1
865,Angie Rasmussen,Angie,Rasmussen,a virologist,Seattle,Washington,6864,2014-06-19,0,200,female,2014,1,0
866,Ryan Vesledahl,Ryan,Vesledahl,a catastrophe modeler,Minneapolis,Minnesota,7840,2018-10-12,0,20399,male,2018,0,1
867,Rebecca Smith,Rebecca,Smith,a certified massage therapist,Minneapolis,Minnesota,7806,2018-07-16,0,0,female,2018,1,0
868,Sarah Norris,Sarah,Norris,a technical writer and manager,Minneapolis,Minnesota,7709,2018-03-01,1,6799,female,2018,1,0
869,Peter Buchholz,Peter,Buchholz,a 6th grade U.S. history and language arts teacher,Minneapolis,Minnesota,7296,2016-05-09,0,23100,male,2016,0,1
870,Peter Buchholz,Peter,Buchholz,a 6th grade U.S. history and language arts teacher,Minneapolis,Minnesota,7294,2016-05-05,1,17000,male,2016,0,1
871,Katrina Mundinger,Katrina,Mundinger,a musician,Minneapolis,Minnesota,7255,2016-03-11,0,10400,female,2016,1,0
872,Katrina Mundinger,Katrina,Mundinger,a musician,Minneapolis,Minnesota,7254,2016-03-10,1,14600,female,2016,1,0
873,Katrina Mundinger,Katrina,Mundinger,a musician,Minneapolis,Minnesota,7253,2016-03-09,1,7400,female,2016,1,0
874,Rob Wivchar,Rob,Wivchar,a musician,Denver,Colorado,7712,2018-03-06,0,1200,male,2018,0,1
875,Emily Poole,Emily,Poole,a musician,Hendersonville,North Carolina,7200,2015-12-25,1,1,female,2015,1,0
876,Joel Stjernholm,Joel,Stjernholm,a student and emergency room scribe,Minneapolis,Minnesota,6948,2014-11-26,0,14799,male,2014,0,1
877,Joe Morse,Joe,Morse,a Coast Guard helicopter mechanic originally,Minneapolis,Minnesota,6801,2014-03-24,0,0,male,2014,0,1
878,Joe Morse,Joe,Morse,a Coast Guard helicopter mechanic originally,Minneapolis,Minnesota,6800,2014-03-21,1,24400,male,2014,0,1
880,Laurie Corrin,Laurie,Corrin,a community volunteer,Kirkland,Washington,7312,2016-05-31,1,3599,female,2016,1,0
881,Greg Frost,Greg,Frost,a communications director,San Diego,California,7895,2018-12-28,0,5000,male,2018,0,1
882,Emily Bridges,Emily,Bridges,a communications director,Laurel,Maryland,7581,2017-07-24,0,0,female,2017,1,0
883,Jack Izzo,Jack,Izzo,a senior,San Diego,California,7864,2018-11-15,0,16,male,2018,0,1
884,Jack Izzo,Jack,Izzo,a senior,San Diego,California,7861,2018-11-12,0,18000,male,2018,0,1
885,Avi Gupta,Avi,Gupta,a senior,Portland,Oregon,8025,2019-06-28,1,26600,male,2019,0,1
886,Avi Gupta,Avi,Gupta,a senior,Portland,Oregon,8024,2019-06-27,1,24200,male,2019,0,1
887,Avi Gupta,Avi,Gupta,a senior,Portland,Oregon,8023,2019-06-26,1,39200,male,2019,0,1
888,Avi Gupta,Avi,Gupta,a senior,Portland,Oregon,8020,2019-06-21,1,25599,male,2019,0,1
891,Hannah Nekritz,Hannah,Nekritz,a senior,Stamford,Connecticut,8021,2019-06-24,0,100,female,2019,1,0
892,Hannah Nekritz,Hannah,Nekritz,a senior,Stamford,Connecticut,8020,2019-06-21,0,18200,female,2019,1,0
893,Audrey Sarin,Audrey,Sarin,a senior,Redmond,Washington,8019,2019-06-20,0,16800,female,2019,1,0
894,Alison Purcell,Alison,Purcell,a senior,Bellaire,Texas,8017,2019-06-18,0,11600,female,2019,1,0
895,Claire Sattler,Claire,Sattler,a senior,Bonita Springs,Florida,7866,2018-11-19,1,21800,female,2018,1,0
896,Claire Sattler,Claire,Sattler,a senior,Bonita Springs,Florida,7866,2018-11-19,1,21800,female,2018,1,0
897,Claire Sattler,Claire,Sattler,a senior,Bonita Springs,Florida,7863,2018-11-14,1,26801,female,2018,1,0
898,Claire Sattler,Claire,Sattler,a senior,Bonita Springs,Florida,7860,2018-11-09,0,16999,female,2018,1,0
899,Maya Wright,Maya,Wright,a senior,Peachtree City,Georgia,7866,2018-11-19,0,7800,female,2018,1,0
900,Maya Wright,Maya,Wright,a senior,Peachtree City,Georgia,7866,2018-11-19,0,7800,female,2018,1,0
901,Maya Wright,Maya,Wright,a senior,Peachtree City,Georgia,7864,2018-11-15,1,25600,female,2018,1,0
902,Maya Wright,Maya,Wright,a senior,Peachtree City,Georgia,7858,2018-11-07,1,26200,female,2018,1,0
903,Audrey Satchivi,Audrey,Satchivi,a senior,Carmel,Indiana,7865,2018-11-16,0,0,female,2018,1,0
904,Audrey Satchivi,Audrey,Satchivi,a senior,Carmel,Indiana,7860,2018-11-09,1,18800,female,2018,1,0
905,Rohan Kapileshwari,Rohan,Kapileshwari,a senior,Winston-Salem,North Carolina,7865,2018-11-16,0,2,male,2018,0,1
906,Rohan Kapileshwari,Rohan,Kapileshwari,a senior,Winston-Salem,North Carolina,7862,2018-11-13,0,11900,male,2018,0,1
907,Tim Cho,Tim,Cho,a senior,Champaign,Illinois,7863,2018-11-14,0,26800,male,2018,0,1
908,Tim Cho,Tim,Cho,a senior,Champaign,Illinois,7861,2018-11-12,1,33601,male,2018,0,1
909,Rhea Sinha,Rhea,Sinha,a senior,Chatham,New Jersey,7861,2018-11-12,0,6800,female,2018,1,0
912,Emily LaMonica,Emily,LaMonica,a senior,Sayreville,New Jersey,7404,2016-11-17,0,0,female,2016,1,0
913,Emily LaMonica,Emily,LaMonica,a senior,Sayreville,New Jersey,7399,2016-11-10,1,23201,female,2016,1,0
914,Kevin Huang,Kevin,Huang,a senior,Irvine,California,6889,2014-07-24,0,6800,male,2014,0,1
915,Joe Taglic,Joe,Taglic,a senior,Valley Stream,New York,6892,2014-07-29,0,37595,male,2014,0,1
916,Joe Taglic,Joe,Taglic,a senior,Valley Stream,New York,6890,2014-07-25,1,21998,male,2014,0,1
917,Emily Lewis,Emily,Lewis,a merchandise planner,San Diego,California,7687,2018-01-30,0,0,female,2018,1,0
918,Lindsey Piesz,Lindsey,Piesz,a merchandise planner,Indianapolis,Indiana,7696,2018-02-12,0,3000,female,2018,1,0
919,Kelsey Van Bokkem,Kelsey,Van,an intern physician,San Diego,California,7638,2017-11-22,0,2400,female,2017,1,0
920,Dennis Fawcett,Dennis,Fawcett,a painter and handyman,San Diego,California,7597,2017-09-26,0,836,male,2017,0,1
921,Dennis Fawcett,Dennis,Fawcett,a painter and handyman,San Diego,California,7596,2017-09-25,1,24000,male,2017,0,1
922,Lauren Cusitello,Lauren,Cusitello,a criminal and immigration defense lawyer,San Diego,California,7595,2017-09-22,1,18400,female,2017,1,0
923,Larissa Dizon,Larissa,Dizon,an academic advisor,San Diego,California,7575,2017-07-14,0,0,female,2017,1,0
924,Tanner Hesse,Tanner,Hesse,a grad student and Navy reserve officer,San Diego,California,7445,2017-01-13,0,2000,male,2017,0,1
925,Dennis Fipps,Dennis,Fipps,a retired Navy medical specialist,San Diego,California,7393,2016-11-02,0,3999,male,2016,0,1
926,Julie Vazquez-Souza,Julie,Vazquez-Souza,an operations administrator,San Diego,California,7337,2016-07-05,0,0,female,2016,1,0
927,Joe Indiviglia,Joe,Indiviglia,a real estate marketer,San Diego,California,7288,2016-04-27,0,7995,male,2016,0,1
928,Emily Sun,Emily,Sun,a freshman at Columbia University,San Diego,California,7231,2016-02-08,0,24800,female,2016,1,0
929,Emily Sun,Emily,Sun,a freshman at Columbia University,San Diego,California,7226,2016-02-01,1,8999,female,2016,1,0
930,Alex Lautanen Walker,Alex,Lautanen,a legal secretary,San Diego,California,7207,2016-01-05,0,18700,male,2016,0,1
931,Jon Rossiter,Jon,Rossiter,a college geography instructor,San Diego,California,7185,2015-12-04,1,13600,male,2015,0,1
932,Rob Seidenwurm,Rob,Seidenwurm,a real estate attorney,San Diego,California,7110,2015-07-10,0,5329,male,2015,0,1
933,Kay Yung,Kay,Yung,a psychiatrist,San Diego,California,7096,2015-06-22,0,16200,male,2015,0,1
934,Kevin Ruby,Kevin,Ruby,a technical writer,San Diego,California,7093,2015-06-17,0,15999,male,2015,0,1
935,Jedidiah Smith,Jedidiah,Smith,a technical writer,Denver,Colorado,7136,2015-09-28,0,2928,male,2015,0,1
936,Adrian Goldstein,Adrian,Goldstein,a technical writer,Oakland,California,7948,2019-03-13,1,10000,male,2019,0,1
937,Jen Stoy,Jen,Stoy,a technical writer,Hyattsville,Maryland,7062,2015-05-05,0,12900,female,2015,1,0
938,Ellen Burgett,Ellen,Burgett,a technical writer,Brighton,Michigan,7054,2015-04-23,0,-2600,female,2015,1,0
939,Amy Berg,Amy,Berg,a graduate student in philosophy,San Diego,California,7076,2015-05-25,0,1,female,2015,1,0
940,Stephanie Hull,Stephanie,Hull,a graduate student of philosophy,Columbia,Missouri,7024,2015-03-12,0,-6800,female,2015,1,0
941,James Behrens,James,Behrens,a geophysicist,San Diego,California,6824,2014-04-24,0,1199,male,2014,0,1
942,Monique Aldred,Monique,Aldred,a nanny originally,San Diego,California,6815,2014-04-11,0,0,female,2014,1,0
943,Justin Burden,Justin,Burden,an alcohol lawyer,West Hollywood,California,8035,2019-07-12,0,13300,male,2019,0,1
944,Andrew Lee,Andrew,Lee,an aspiring TV writer,West Hollywood,California,7410,2016-11-25,0,12401,male,2016,0,1
945,Andrew Lee,Andrew,Lee,an aspiring TV writer,West Hollywood,California,7409,2016-11-24,1,14001,male,2016,0,1
946,Andrew Lee,Andrew,Lee,an aspiring TV writer,West Hollywood,California,7408,2016-11-23,1,26001,male,2016,0,1
947,Tod Macofsky,Tod,Macofsky,a massage therapist,West Hollywood,California,6905,2014-09-26,0,12500,male,2014,0,1
948,Heather Ringman,Heather,Ringman,an engineer,Houston,Texas,8035,2019-07-12,0,100,female,2019,1,0
949,Sean Harrington,Sean,Harrington,an engineer,Houston,Texas,7452,2017-01-24,0,3400,male,2017,0,1
950,Sean Harrington,Sean,Harrington,an engineer,Houston,Texas,7451,2017-01-23,1,9200,male,2017,0,1
951,Scott Semproni,Scott,Semproni,an engineer,Portland,Oregon,7946,2019-03-11,0,1400,male,2019,0,1
952,Tim Varecka,Tim,Varecka,an engineer,Tucson,Arizona,7943,2019-03-06,1,5999,male,2019,0,1
953,Wayne Erxleben,Wayne,Erxleben,an engineer,Fort Wayne,Indiana,7978,2019-04-24,0,19999,male,2019,0,1
954,Diane Esemplare,Diane,Esemplare,an engineer,Riverdale,New Jersey,7594,2017-09-21,0,800,female,2017,1,0
955,Steve Belding,Steve,Belding,an engineer,Knoxville,Tennessee,7210,2016-01-08,0,18001,male,2016,0,1
956,Steve Belding,Steve,Belding,an engineer,Knoxville,Tennessee,7209,2016-01-07,1,10399,male,2016,0,1
957,Steve Belding,Steve,Belding,an engineer,Knoxville,Tennessee,7208,2016-01-06,1,24001,male,2016,0,1
958,Steve Belding,Steve,Belding,an engineer,Knoxville,Tennessee,7207,2016-01-05,1,24401,male,2016,0,1
959,Ryan O'Shea,Ryan,O'Shea,an engineer,Hermosa Beach,California,7415,2016-12-02,0,18515,male,2016,0,1
960,Ben Hatch,Ben,Hatch,a pastor,Houston,Texas,8013,2019-06-12,0,84,male,2019,0,1
961,Elizabeth Troyer,Elizabeth,Troyer,a pastor,Charlotte,North Carolina,7357,2016-09-13,1,3399,female,2016,1,0
962,Emily Brown,Emily,Brown,a pastor,Hastings-on-Hudson,New York,7822,2018-09-18,0,15599,female,2018,1,0
963,Eric Raygor,Eric,Raygor,a pastor,Somerset,Pennsylvania,7683,2018-01-24,0,9598,male,2018,0,1
965,Ross Belsome,Ross,Belsome,a valuation analyst,Houston,Texas,7770,2018-05-25,0,18801,male,2018,0,1
966,Alexandra Henkoff,Alexandra,Henkoff,a college admissions counselor,Houston,Texas,7751,2018-04-30,0,300,female,2018,1,0
967,Randy Mathews,Randy,Mathews,a fragrance specialist,Houston,Texas,7748,2018-04-25,1,199,male,2018,0,1
968,Randy Mathews,Randy,Mathews,a fragrance specialist,Houston,Texas,7747,2018-04-24,1,20000,male,2018,0,1
969,Jesse Parks,Jesse,Parks,a performance manager,Houston,Texas,7640,2017-11-24,0,5400,male,2017,0,1
970,Jesse Parks,Jesse,Parks,a performance manager,Houston,Texas,7640,2017-11-24,0,5400,male,2017,0,1
971,Megan Clair,Megan,Clair,a senior risk analyst,Houston,Texas,7541,2017-05-29,0,11400,female,2017,1,0
972,Bryan Hlavinka,Bryan,Hlavinka,a tequila tour manager,Houston,Texas,7362,2016-09-20,0,13199,male,2016,0,1
973,Gary Yokie,Gary,Yokie,a graphic designer and editor,Houston,Texas,7316,2016-06-06,0,9200,male,2016,0,1
974,Danielle Stillman-Diederich,Danielle,Stillman-Diederich,a quality assurance coordinator,Houston,Texas,7254,2016-03-10,0,12000,female,2016,1,0
975,Julie Graves,Julie,Graves,a public health doctor,Houston,Texas,7195,2015-12-18,0,16201,female,2015,1,0
977,Mark Kelly,Mark,Kelly,a retired U.S. Navy captain and astronaut,Houston,Texas,7067,2015-05-12,1,4300,male,2015,0,1
978,Corbin Dill,Corbin,Dill,an editor and graduate student in public health,Houston,Texas,7047,2015-04-14,0,2400,male,2015,0,1
979,Jennifer Harris,Jennifer,Harris,a Ph.D. student originally,Houston,Texas,6973,2014-12-31,0,7000,female,2014,1,0
